Temperature,Humidity,Wind,Pressure,Cloud Cover,Precipitation
21.8,21,20.7,1022.2,17,67
19.8,26,4.3,1016.7,16,78
34.5,99,17.9,997.8,37,87
24.8,22,5.2,1013.0,13,88
32.7,22,27.8,1014.5,86,0
28.0,46,2.1,993.7,88,6
44.5,59,12.9,1025.6,78,56
19.5,52,20.9,1034.7,55,94
28.9,20,13.7,1035.4,21,11
35.4,27,2.8,1022.2,66,4
26.9,51,16.6,1015.8,55,49
44.2,67,19.2,984.3,18,41
36.7,23,21.1,1000.1,56,11
34.7,89,11.2,986.5,43,17
37.7,38,16.9,1047.5,97,65
43.6,51,13.5,989.5,34,73
42.2,28,20.2,990.6,0,78
36.7,31,17.5,1042.3,51,93
37.5,30,15.8,1046.1,84,16
19.4,65,7.5,1033.6,92,67
18.1,35,0.1,980.4,69,70
32.1,20,5.2,980.1,36,61
15.6,82,3.5,1006.5,64,40
29.5,40,13.5,990.0,50,94
21.3,49,18.4,981.3,0,33
25.4,32,6.4,1012.5,90,69
38.3,53,28.2,1046.0,20,44
43.2,23,0.2,1002.7,52,57
17.2,47,23.2,1026.3,15,50
31.0,78,18.8,1025.7,60,33
41.5,46,11.2,997.6,53,43
17.5,88,1.5,1025.5,39,14
39.7,44,18.8,994.9,25,77
25.7,22,11.6,988.5,79,69
24.7,87,28.1,1029.1,91,49
44.3,44,16.3,987.9,64,31
21.0,39,28.2,1049.8,99,66
35.8,53,6.6,992.8,73,2
39.6,45,21.8,1021.6,63,85
16.2,24,18.5,1008.8,42,85
35.1,80,22.2,988.8,16,73
43.5,28,6.4,981.9,58,50
18.7,69,19.9,1023.6,22,66
41.9,25,14.9,1036.5,6,75
32.8,79,22.3,1038.9,43,92
33.5,63,9.8,1013.8,52,47
33.4,30,26.7,1034.4,70,16
24.0,85,2.5,1027.1,78,6
43.1,66,24.2,1030.7,33,12
43.4,92,25.8,1014.5,45,65
33.8,22,24.5,1024.3,67,3
38.5,95,15.4,1036.4,77,9
33.4,49,13.2,1007.9,77,87
29.5,40,29.9,1036.4,15,16
34.8,47,6.9,1021.4,70,51
31.6,81,16.4,991.6,95,5
32.9,52,20.1,981.7,18,82
38.5,54,21.0,1005.4,1,68
29.4,71,6.1,1018.3,9,95
16.2,53,19.6,1038.8,49,73
19.9,60,24.6,988.9,80,8
28.2,70,1.5,1036.0,11,90
36.7,66,27.3,1040.4,69,76
32.8,77,0.9,990.5,21,82
34.5,94,10.7,1039.6,31,20
29.4,76,0.5,1049.4,83,23
33.5,42,2.3,1030.9,0,3
24.9,67,27.3,1034.9,53,23
29.1,41,10.6,1049.6,57,58
37.3,36,12.7,1022.4,69,98
41.2,88,6.5,1001.6,82,2
28.0,30,17.9,1038.6,17,67
16.3,34,17.8,1023.0,5,39
19.9,54,11.2,1020.7,44,47
15.6,52,10.0,997.8,96,53
34.6,35,26.5,1032.9,22,34
25.0,53,11.5,985.7,22,94
31.3,85,14.8,1044.7,25,55
29.8,59,8.5,1002.8,76,88
17.4,47,23.6,988.9,6,39
27.1,66,11.9,1011.0,78,76
21.6,58,15.4,983.0,43,67
27.6,89,7.6,1027.9,26,45
21.1,92,29.6,1043.2,25,77
40.2,39,8.7,1038.6,96,12
20.2,20,23.1,988.9,78,26
43.8,91,12.8,988.8,35,5
27.5,82,6.2,1036.9,54,16
40.4,86,24.0,1044.7,63,35
33.9,23,10.0,1012.2,90,98
37.1,77,26.0,1014.9,56,80
38.0,44,27.5,1002.3,68,1
30.1,66,25.8,1042.6,60,76
31.3,57,1.1,1025.1,1,51
30.4,34,23.6,1000.2,54,65
32.6,82,12.3,1000.9,96,51
15.9,40,26.2,1042.4,79,91
26.9,76,19.1,981.0,86,42
33.2,72,25.0,1002.6,37,89
32.9,65,15.0,1018.8,79,21
38.8,33,16.1,990.4,77,54
34.7,95,4.3,986.4,28,66
44.8,36,23.5,1037.1,25,98
23.5,58,12.6,1042.6,34,59
25.8,28,15.0,1037.7,78,57
26.5,96,23.6,1042.9,66,11
29.0,98,18.0,1018.7,86,87
40.1,25,6.0,1036.9,28,68
22.1,42,17.7,1006.9,33,83
38.3,78,12.2,1026.6,96,38
27.2,65,14.1,1049.2,40,12
33.1,57,0.8,995.8,40,40
34.0,33,6.3,1007.3,22,56
26.2,91,8.4,1013.6,70,52
30.4,81,21.4,989.7,2,11
27.4,54,0.3,985.7,57,12
17.1,38,12.3,1038.1,31,73
28.1,49,27.7,1048.4,30,96
17.9,97,3.4,1008.3,81,56
27.2,44,15.5,986.1,42,39
32.8,59,23.6,984.6,6,79
32.4,33,28.3,1042.4,0,44
34.9,45,22.4,1012.5,60,34
17.9,41,21.6,1002.4,13,2
34.6,67,24.8,1013.4,51,4
24.4,70,13.4,1002.3,95,89
27.0,22,24.2,1014.2,5,10
40.7,61,0.2,1040.2,9,70
15.3,38,27.7,1021.5,70,55
32.7,92,13.3,1028.6,89,9
33.0,47,16.6,1005.5,97,33
26.9,64,7.6,1031.7,29,66
22.1,90,22.3,1026.7,99,71
22.0,97,2.3,988.4,20,30
41.5,82,26.2,1020.1,59,74
28.3,92,24.8,998.0,80,70
24.9,38,6.5,1036.3,96,65
28.5,66,24.3,1009.8,73,69
35.1,33,23.6,1049.6,62,40
19.4,57,19.0,986.5,41,62
28.5,72,11.2,1034.6,50,31
32.6,80,8.1,1027.2,63,19
43.5,55,7.0,1033.7,75,56
22.6,59,9.6,1001.5,55,97
25.8,49,27.1,1014.4,79,49
26.4,28,2.3,1035.8,40,79
33.2,83,24.9,996.3,31,24
25.7,52,10.5,995.8,14,11
31.0,71,15.6,1018.6,61,70
38.5,33,23.8,1016.6,26,38
36.2,94,26.5,999.8,27,16
28.4,72,10.3,1000.9,80,44
40.9,78,13.9,999.4,63,10
31.7,97,12.4,1034.0,58,69
31.2,60,0.4,1025.6,57,22
16.0,87,8.9,1038.3,1,90
44.6,87,13.8,1048.3,35,69
18.7,27,12.3,1013.2,70,37
21.9,21,21.7,984.7,12,1
16.6,60,11.5,983.4,14,85
34.2,74,14.7,1000.7,88,83
21.7,35,12.9,1045.3,86,88
20.4,81,22.2,1016.6,59,78
17.7,67,25.9,999.0,21,92
18.1,49,16.0,1007.9,62,71
32.5,31,23.7,1021.9,89,36
35.6,54,8.9,1025.7,96,48
26.9,30,16.2,990.8,74,51
29.4,83,10.4,1048.4,73,32
35.6,69,12.4,1018.1,24,21
15.5,40,22.0,989.5,47,4
24.7,88,26.4,1042.6,42,17
44.2,67,3.6,985.2,37,37
32.4,39,19.0,1043.5,40,36
22.6,86,17.5,1049.8,44,93
30.7,63,3.6,1029.0,87,94
25.3,52,6.4,1033.9,39,63
31.0,92,9.3,1003.6,96,9
18.8,80,5.0,1045.9,16,78
19.0,28,7.3,1017.1,87,41
19.3,87,8.0,1031.3,56,47
43.2,54,10.1,1044.7,1,43
37.0,84,22.5,1048.3,95,81
19.9,27,17.2,1038.3,61,86
20.7,64,29.6,1001.2,87,96
36.9,66,12.4,1047.7,8,15
19.7,59,22.6,1024.0,67,53
22.0,95,26.1,1045.1,80,34
43.9,73,20.4,1027.3,16,97
22.7,95,12.4,1001.5,49,27
34.8,65,22.6,1005.9,93,1
44.4,66,6.1,1018.5,39,93
26.2,34,9.8,1035.3,57,12
15.5,38,16.4,1002.3,74,40
22.3,45,17.3,1020.6,84,79
39.9,71,0.7,1004.2,20,58
40.9,41,28.4,1037.1,17,68
38.1,40,20.9,1012.7,54,91
18.4,70,14.9,985.4,28,52
38.9,57,28.0,991.6,23,44
42.6,39,13.2,984.3,73,19
33.0,48,29.4,1015.0,16,23
43.2,70,15.4,987.4,17,60
39.8,23,3.4,988.0,41,90
35.0,74,22.9,1045.9,83,93
32.3,90,20.4,1041.1,44,57
25.5,47,23.2,1011.6,81,26
19.8,23,28.5,1049.0,16,25
33.1,41,23.3,980.0,72,6
24.5,95,18.3,1023.0,13,41
41.0,64,25.7,1023.1,48,46
44.8,86,20.2,1012.0,28,52
37.6,85,12.2,1007.8,94,58
17.7,53,26.6,1011.9,3,37
23.7,74,6.7,1009.0,81,68
18.3,20,21.4,1031.1,19,86
34.5,91,26.4,989.5,46,91
38.0,57,21.9,993.8,8,97
42.8,25,20.9,992.6,76,52
28.1,44,22.6,998.4,78,14
42.0,36,14.0,1016.8,26,95
41.3,80,26.2,987.8,14,25
24.5,31,6.1,1040.8,91,47
41.1,25,3.8,1000.8,18,94
26.3,46,8.6,991.4,89,18
23.9,27,15.9,1027.3,51,8
34.5,84,15.3,982.7,25,63
24.9,76,24.6,1023.4,88,92
33.9,59,12.1,1028.9,25,53
33.3,33,14.5,995.0,25,50
31.9,54,0.4,982.9,45,38
26.4,67,12.3,1005.5,91,3
31.5,75,19.4,986.9,48,2
32.9,68,0.5,988.2,81,63
31.4,32,8.4,997.8,95,28
28.3,80,6.2,1000.7,52,10
15.4,68,1.3,1017.1,2,96
32.6,65,14.4,1027.5,65,57
20.1,81,5.5,1021.5,96,74
34.3,27,22.3,990.4,41,26
37.8,62,25.4,992.0,18,96
30.0,39,16.4,1041.5,16,20
31.3,58,29.5,1019.1,32,38
43.5,68,13.5,1040.9,75,94
40.4,83,15.4,1006.0,48,45
42.4,81,29.7,1023.0,55,65
39.4,73,6.9,1016.7,62,90
18.3,28,28.3,1002.3,2,35
19.5,56,1.3,1012.9,48,74
30.8,68,13.4,1015.2,54,81
22.4,60,2.1,994.1,25,64
29.3,36,21.9,1002.1,98,62
26.8,40,18.3,1035.4,71,98
31.5,70,21.2,1044.1,51,34
37.4,78,11.2,1005.2,99,30
36.5,58,11.1,1001.5,6,27
